Orthogroup	E_dermatitidis_DCF04.aa	E_dermatitidis_NIHUT8656.aa
OG0006602	HRR76_005150-T1	HMPREF1120_04943
OG0006603	HRR76_003627-T1	HMPREF1120_03466
OG0006604	HRR76_003458-T1	HMPREF1120_03298
OG0006605	HRR76_001792-T1	HMPREF1120_01734
OG0006606	HRR76_007839-T1	HMPREF1120_07612
OG0006607	HRR76_000393-T1	HMPREF1120_00384
OG0006608	HRR76_008239-T1	HMPREF1120_07952
OG0006609	HRR76_008436-T1	HMPREF1120_08148
OG0006610	HRR76_003749-T1	HMPREF1120_03587
OG0006611	HRR76_005898-T1	HMPREF1120_05677
OG0006612	HRR76_001748-T1	HMPREF1120_01692
OG0006613	HRR76_008010-T1	HMPREF1120_07770
OG0006614	HRR76_005071-T1	HMPREF1120_04865
OG0006615	HRR76_004313-T1	HMPREF1120_04115
OG0006616	HRR76_000682-T1	HMPREF1120_00663
OG0006617	HRR76_001938-T1	HMPREF1120_01866
OG0006618	HRR76_000555-T1	HMPREF1120_00541
OG0006619	HRR76_008634-T1	HMPREF1120_08341
OG0006620	HRR76_004327-T1	HMPREF1120_04127
OG0006621	HRR76_003939-T1	HMPREF1120_03755
OG0006622	HRR76_005018-T1	HMPREF1120_04815
OG0006623	HRR76_008621-T1	HMPREF1120_08329
OG0006624	HRR76_006557-T1	HMPREF1120_06327
OG0006625	HRR76_001528-T1	HMPREF1120_01471
OG0006626	HRR76_003529-T1	HMPREF1120_03365
OG0006627	HRR76_007290-T1	HMPREF1120_07074
OG0006628	HRR76_001433-T1	HMPREF1120_01381
OG0006629	HRR76_006633-T1	HMPREF1120_06402
OG0006630	HRR76_007681-T2	HMPREF1120_07453
OG0006631	HRR76_004755-T1	HMPREF1120_04563
OG0006632	HRR76_006254-T1	HMPREF1120_06029
OG0006633	HRR76_003576-T1	HMPREF1120_03416
OG0006634	HRR76_009515-T1	HMPREF1120_09189
OG0006635	HRR76_008158-T1	HMPREF1120_06572
OG0006636	HRR76_007853-T1	HMPREF1120_07625
OG0006637	HRR76_009367-T1	HMPREF1120_09046
OG0006638	HRR76_002675-T1	HMPREF1120_02552
OG0006639	HRR76_003613-T1	HMPREF1120_03452
OG0006640	HRR76_002099-T1	HMPREF1120_02009
OG0006641	HRR76_007067-T1	HMPREF1120_06863
OG0006642	HRR76_009181-T1	HMPREF1120_08857
OG0006643	HRR76_005600-T1	HMPREF1120_05379
OG0006644	HRR76_001330-T1	HMPREF1120_01285
OG0006645	HRR76_008672-T1	HMPREF1120_08377
OG0006646	HRR76_000836-T1	HMPREF1120_00812
OG0006647	HRR76_006109-T1	HMPREF1120_05875
OG0006648	HRR76_008253-T1	HMPREF1120_07966
OG0006649	HRR76_006919-T1	HMPREF1120_06714
OG0006650	HRR76_009222-T1	HMPREF1120_08902
OG0006651	HRR76_001838-T1	HMPREF1120_01777
OG0006652	HRR76_009421-T1	HMPREF1120_09096
OG0006653	HRR76_009434-T1	HMPREF1120_09109
OG0006654	HRR76_004167-T1	HMPREF1120_03973
OG0006655	HRR76_003839-T1	HMPREF1120_03676
OG0006656	HRR76_008061-T1	HMPREF1120_07820
OG0006657	HRR76_004726-T1	HMPREF1120_04536
OG0006658	HRR76_008990-T1	HMPREF1120_08671
OG0006659	HRR76_005732-T1	HMPREF1120_05504
OG0006660	HRR76_008687-T1	HMPREF1120_08390
OG0006661	HRR76_007749-T1	HMPREF1120_07517
OG0006662	HRR76_000579-T1	HMPREF1120_00563
OG0006663	HRR76_004381-T1	HMPREF1120_04182
OG0006664	HRR76_004262-T1	HMPREF1120_04064
OG0006665	HRR76_008342-T1	HMPREF1120_08056
OG0006666	HRR76_004461-T1	HMPREF1120_04265
OG0006667	HRR76_009127-T1	HMPREF1120_08801
OG0006668	HRR76_005774-T1	HMPREF1120_05551
OG0006669	HRR76_007953-T1	HMPREF1120_07718
OG0006670	HRR76_002763-T1	HMPREF1120_02639
OG0006671	HRR76_000139-T1	HMPREF1120_00143
OG0006672	HRR76_002659-T1	HMPREF1120_02537
OG0006673	HRR76_002345-T1	HMPREF1120_02245
OG0006674	HRR76_009472-T1	HMPREF1120_09147
OG0006675	HRR76_006806-T1	HMPREF1120_06608
OG0006676	HRR76_007627-T1	HMPREF1120_07398
OG0006677	HRR76_007458-T1	HMPREF1120_07235
OG0006678	HRR76_002780-T1	HMPREF1120_02656
OG0006679	HRR76_008398-T1	HMPREF1120_08112
OG0006680	HRR76_006819-T2	HMPREF1120_06620
OG0006681	HRR76_004779-T1	HMPREF1120_04586
OG0006682	HRR76_001222-T1	HMPREF1120_01182
OG0006683	HRR76_006890-T1	HMPREF1120_06687
OG0006684	HRR76_001421-T1	HMPREF1120_01369
OG0006685	HRR76_008633-T1	HMPREF1120_08340
OG0006686	HRR76_000770-T1	HMPREF1120_00748
OG0006687	HRR76_007540-T1	HMPREF1120_07316
OG0006688	HRR76_005056-T1	HMPREF1120_04850
OG0006689	HRR76_001977-T1	HMPREF1120_01905
OG0006690	HRR76_008557-T1	HMPREF1120_08266
OG0006691	HRR76_005945-T1	HMPREF1120_05720
OG0006692	HRR76_004130-T1	HMPREF1120_03941
OG0006693	HRR76_006158-T1	HMPREF1120_05925
OG0006694	HRR76_008254-T1	HMPREF1120_07969
OG0006695	HRR76_001766-T1	HMPREF1120_01709
OG0006696	HRR76_008919-T2	HMPREF1120_08599
OG0006697	HRR76_006253-T1	HMPREF1120_06028
OG0006698	HRR76_002589-T1	HMPREF1120_02471
OG0006699	HRR76_005665-T1	HMPREF1120_05442
OG0006700	HRR76_004570-T1	HMPREF1120_04379
OG0006701	HRR76_006672-T1	HMPREF1120_06439
OG0006702	HRR76_003614-T1	HMPREF1120_03453
OG0006703	HRR76_008109-T1	HMPREF1120_07867
OG0006704	HRR76_001271-T1	HMPREF1120_01228
OG0006705	HRR76_008906-T1	HMPREF1120_08585
OG0006706	HRR76_008116-T1	HMPREF1120_07875
OG0006707	HRR76_000685-T1	HMPREF1120_00665
OG0006708	HRR76_006061-T1	HMPREF1120_05827
OG0006709	HRR76_006990-T1	HMPREF1120_06783
OG0006710	HRR76_005696-T1	HMPREF1120_05471
OG0006711	HRR76_000604-T1	HMPREF1120_00587
OG0006712	HRR76_006687-T1	HMPREF1120_06453
OG0006713	HRR76_003720-T1	HMPREF1120_03557
OG0006714	HRR76_002010-T1	HMPREF1120_01935
OG0006715	HRR76_000768-T1	HMPREF1120_00746
OG0006716	HRR76_009528-T1	HMPREF1120_09202
OG0006717	HRR76_002239-T1	HMPREF1120_02144
OG0006718	HRR76_001877-T1	HMPREF1120_01810
OG0006719	HRR76_005845-T1	HMPREF1120_05622
OG0006720	HRR76_002436-T1	HMPREF1120_02327
OG0006721	HRR76_009433-T1	HMPREF1120_09108
OG0006722	HRR76_001795-T1	HMPREF1120_01737
OG0006723	HRR76_007416-T1	HMPREF1120_07195
OG0006724	HRR76_007219-T1	HMPREF1120_07007
OG0006725	HRR76_001515-T1	HMPREF1120_01458
OG0006726	HRR76_007409-T1	HMPREF1120_07187
OG0006727	HRR76_002608-T1	HMPREF1120_02489
OG0006728	HRR76_007206-T1	HMPREF1120_06995
OG0006729	HRR76_006342-T1	HMPREF1120_06115
OG0006730	HRR76_001367-T1	HMPREF1120_01317
OG0006731	HRR76_007030-T1	HMPREF1120_06824
OG0006732	HRR76_008819-T1	HMPREF1120_08520
OG0006733	HRR76_005025-T1	HMPREF1120_04821
OG0006734	HRR76_007954-T1	HMPREF1120_07719
OG0006735	HRR76_005773-T1	HMPREF1120_05550
OG0006736	HRR76_006398-T1	HMPREF1120_06167
OG0006737	HRR76_001181-T1	HMPREF1120_01143
OG0006738	HRR76_009330-T1	HMPREF1120_09007
OG0006739	HRR76_004568-T1	HMPREF1120_04377
OG0006740	HRR76_002764-T2	HMPREF1120_02640
OG0006741	HRR76_008806-T1	HMPREF1120_08507
OG0006742	HRR76_001982-T1	HMPREF1120_01910
OG0006743	HRR76_000638-T1	HMPREF1120_00620
OG0006744	HRR76_008675-T1	HMPREF1120_08380
OG0006745	HRR76_008099-T1	HMPREF1120_07858
OG0006746	HRR76_009114-T1	HMPREF1120_08788
OG0006747	HRR76_002672-T1	HMPREF1120_02549
OG0006748	HRR76_001803-T1	HMPREF1120_01744
OG0006749	HRR76_009256-T1	HMPREF1120_08940
OG0006750	HRR76_002253-T1	HMPREF1120_02158
OG0006751	HRR76_006589-T1	HMPREF1120_06360
OG0006752	HRR76_004752-T1	HMPREF1120_04560
OG0006753	HRR76_007614-T1	HMPREF1120_07384
OG0006754	HRR76_002634-T1	HMPREF1120_02513
OG0006755	HRR76_000154-T1	HMPREF1120_00159
OG0006756	HRR76_002890-T1	HMPREF1120_02765
OG0006757	HRR76_002621-T1	HMPREF1120_02500
OG0006758	HRR76_004499-T1	HMPREF1120_04299
OG0006759	HRR76_004296-T1	HMPREF1120_04098
OG0006760	HRR76_000209-T1	HMPREF1120_00212
OG0006761	HRR76_000406-T1	HMPREF1120_00395
OG0006762	HRR76_000216-T1	HMPREF1120_00217
OG0006763	HRR76_000552-T1	HMPREF1120_00538
OG0006764	HRR76_005494-T1	HMPREF1120_05271
OG0006765	HRR76_003540-T1	HMPREF1120_03378
OG0006766	HRR76_003409-T1	HMPREF1120_03250
OG0006767	HRR76_001218-T1	HMPREF1120_01179
OG0006768	HRR76_003206-T1	HMPREF1120_03050
OG0006769	HRR76_008763-T1	HMPREF1120_08463
OG0006770	HRR76_003030-T2	HMPREF1120_02897
OG0006771	HRR76_009475-T1	HMPREF1120_09150
OG0006772	HRR76_002342-T1	HMPREF1120_02242
OG0006773	HRR76_003416-T1	HMPREF1120_03258
OG0006774	HRR76_003551-T1	HMPREF1120_03392
OG0006775	HRR76_003219-T1	HMPREF1120_03061
OG0006776	HRR76_001408-T1	HMPREF1120_01356
OG0006777	HRR76_006608-T1	HMPREF1120_06378
OG0006778	HRR76_002398-T1	HMPREF1120_02299
OG0006779	HRR76_008780-T1	HMPREF1120_08480
OG0006780	HRR76_001903-T1	HMPREF1120_01835
OG0006781	HRR76_006764-T1	HMPREF1120_06523
OG0006782	HRR76_003954-T1	HMPREF1120_03770
OG0006783	HRR76_008345-T1	HMPREF1120_08059
OG0006784	HRR76_008659-T1	HMPREF1120_08364
OG0006785	HRR76_004265-T1	HMPREF1120_04067
OG0006786	HRR76_002061-T1	HMPREF1120_01972
OG0006787	HRR76_005735-T1	HMPREF1120_05506
OG0006788	HRR76_002990-T1	HMPREF1120_02858
OG0006789	HRR76_004314-T1	HMPREF1120_04116
OG0006790	HRR76_005319-T1	HMPREF1120_05117
OG0006791	HRR76_000394-T1	HMPREF1120_00385
OG0006792	HRR76_002687-T1	HMPREF1120_02564
OG0006793	HRR76_006010-T1	HMPREF1120_05779
OG0006794	HRR76_006436-T1	HMPREF1120_06202
OG0006795	HRR76_005306-T1	HMPREF1120_05106
OG0006796	HRR76_007720-T1	HMPREF1120_07491
OG0006797	HRR76_006239-T1	HMPREF1120_06012
OG0006798	HRR76_002136-T1	HMPREF1120_02047
OG0006799	HRR76_000656-T1	HMPREF1120_00639
OG0006800	HRR76_009133-T1	HMPREF1120_08809
OG0006801	HRR76_001187-T1	HMPREF1120_01149
OG0006802	HRR76_005728-T1	HMPREF1120_05500
OG0006803	HRR76_002939-T1	HMPREF1120_02811
OG0006804	HRR76_007633-T1	HMPREF1120_07406
OG0006805	HRR76_009238-T1	HMPREF1120_08923
OG0006806	HRR76_008540-T1	HMPREF1120_08250
OG0006807	HRR76_001361-T1	HMPREF1120_01312
OG0006808	HRR76_007557-T1	HMPREF1120_07331
OG0006809	HRR76_002529-T1	HMPREF1120_02417
OG0006810	HRR76_001871-T1	HMPREF1120_01805
OG0006811	HRR76_001098-T1	HMPREF1120_01066
OG0006812	HRR76_007254-T1	HMPREF1120_07038
OG0006813	HRR76_009573-T1	HMPREF1120_09247
OG0006814	HRR76_001282-T1	HMPREF1120_01237
OG0006815	HRR76_000065-T1	HMPREF1120_00070
OG0006816	HRR76_002576-T1	HMPREF1120_02459
OG0006817	HRR76_002613-T1	HMPREF1120_02492
OG0006818	HRR76_003675-T1	HMPREF1120_03512
OG0006819	HRR76_007919-T1	HMPREF1120_07686
OG0006820	HRR76_007109-T1	HMPREF1120_06905
OG0006821	HRR76_007906-T1	HMPREF1120_07673
OG0006822	HRR76_001042-T1	HMPREF1120_01011
OG0006823	HRR76_007116-T1	HMPREF1120_06909
OG0006824	HRR76_004430-T1	HMPREF1120_04234
OG0006825	HRR76_001532-T1	HMPREF1120_01475
OG0006826	HRR76_004009-T1	HMPREF1120_03821
OG0006827	HRR76_005245-T1	HMPREF1120_05043
OG0006828	HRR76_001277-T1	HMPREF1120_01233
OG0006829	HRR76_004016-T1	HMPREF1120_03827
OG0006830	HRR76_002839-T1	HMPREF1120_02714
OG0006831	HRR76_005004-T1	HMPREF1120_04801
OG0006832	HRR76_006749-T1	HMPREF1120_06509
OG0006833	HRR76_001922-T1	HMPREF1120_01852
OG0006834	HRR76_001134-T1	HMPREF1120_01095
OG0006835	HRR76_005085-T1	HMPREF1120_04877
OG0006836	HRR76_001121-T1	HMPREF1120_01085
OG0006837	HRR76_008551-T1	HMPREF1120_08260
OG0006838	HRR76_008416-T1	HMPREF1120_08127
OG0006839	HRR76_001971-T1	HMPREF1120_01899
OG0006840	HRR76_006953-T2	HMPREF1120_06748
OG0006841	HRR76_008219-T1	HMPREF1120_07932
OG0006842	HRR76_000625-T1	HMPREF1120_00608
OG0006843	HRR76_001172-T1	HMPREF1120_01134
OG0006844	HRR76_004333-T1	HMPREF1120_04133
OG0006845	HRR76_008030-T1	HMPREF1120_07790
OG0006846	HRR76_003763-T1	HMPREF1120_03600
OG0006847	HRR76_008206-T1	HMPREF1120_07918
OG0006848	HRR76_008954-T1	HMPREF1120_08635
OG0006849	HRR76_007819-T1	HMPREF1120_07592
OG0006850	HRR76_003345-T1	HMPREF1120_03189
OG0006851	HRR76_006458-T1	HMPREF1120_06225
OG0006852	HRR76_001427-T1	HMPREF1120_01375
OG0006853	HRR76_003780-T1	HMPREF1120_03617
OG0006854	HRR76_007806-T1	HMPREF1120_07578
OG0006855	HRR76_009588-T1	HMPREF1120_09263
OG0006856	HRR76_002853-T1	HMPREF1120_02729
OG0006857	HRR76_007099-T1	HMPREF1120_06895
OG0006858	HRR76_001203-T1	HMPREF1120_01164
OG0006859	HRR76_007675-T1	HMPREF1120_07447
OG0006860	HRR76_004965-T1	HMPREF1120_04761
OG0006861	HRR76_006613-T1	HMPREF1120_06384
OG0006862	HRR76_001413-T1	HMPREF1120_01361
OG0006863	HRR76_006576-T1	HMPREF1120_06347
OG0006864	HRR76_003254-T1	HMPREF1120_03095
OG0006865	HRR76_002681-T1	HMPREF1120_02558
OG0006866	HRR76_003906-T1	HMPREF1120_03724
OG0006867	HRR76_001108-T1	HMPREF1120_01075
OG0006868	HRR76_009175-T1	HMPREF1120_08850
OG0006869	HRR76_003116-T1	HMPREF1120_02956
OG0006870	HRR76_005038-T1	HMPREF1120_04832
OG0006871	HRR76_009399-T1	HMPREF1120_09077
OG0006872	HRR76_002067-T1	HMPREF1120_01978
OG0006873	HRR76_008614-T1	HMPREF1120_08323
OG0006874	HRR76_001310-T1	HMPREF1120_01265
OG0006875	HRR76_006136-T1	HMPREF1120_05903
OG0006876	HRR76_000809-T1	HMPREF1120_00786
OG0006877	HRR76_006939-T1	HMPREF1120_06734
OG0006878	HRR76_000816-T1	HMPREF1120_00792
OG0006879	HRR76_003557-T1	HMPREF1120_03398
OG0006880	HRR76_002290-T1	HMPREF1120_02195
OG0006881	HRR76_004896-T1	HMPREF1120_04698
OG0006882	HRR76_009535-T1	HMPREF1120_09211
OG0006883	HRR76_006529-T1	HMPREF1120_06297
OG0006884	HRR76_002953-T1	HMPREF1120_02824
OG0006885	HRR76_009045-T1	HMPREF1120_08723
OG0006886	HRR76_007763-T1	HMPREF1120_07532
OG0006887	HRR76_004865-T1	HMPREF1120_04664
OG0006888	HRR76_009159-T1	HMPREF1120_08835
OG0006889	HRR76_005712-T1	HMPREF1120_05484
OG0006890	HRR76_007780-T1	HMPREF1120_07551
OG0006891	HRR76_003806-T1	HMPREF1120_03641
OG0006892	HRR76_009414-T1	HMPREF1120_09089
OG0006893	HRR76_001818-T1	HMPREF1120_01758
OG0006894	HRR76_003819-T1	HMPREF1120_03656
OG0006895	HRR76_002458-T1	HMPREF1120_02349
OG0006896	HRR76_002627-T1	HMPREF1120_02506
OG0006897	HRR76_009204-T1	HMPREF1120_08881
OG0006898	HRR76_007659-T1	HMPREF1120_07433
OG0006899	HRR76_007345-T1	HMPREF1120_07124
OG0006900	HRR76_005548-T1	HMPREF1120_05324
OG0006901	HRR76_005194-T1	HMPREF1120_04988
OG0006902	HRR76_000119-T1	HMPREF1120_00122
OG0006903	HRR76_000909-T1	HMPREF1120_00880
OG0006904	HRR76_006839-T1	HMPREF1120_06638
OG0006905	HRR76_000106-T1	HMPREF1120_00110
OG0006906	HRR76_000916-T1	HMPREF1120_00887
OG0006907	HRR76_004199-T1	HMPREF1120_04004
OG0006908	HRR76_002749-T1	HMPREF1120_02625
OG0006909	HRR76_004996-T2	HMPREF1120_04792
OG0006910	HRR76_008720-T1	HMPREF1120_08424
OG0006911	HRR76_005592-T1	HMPREF1120_05370
OG0006912	HRR76_000454-T1	HMPREF1120_00443
OG0006913	HRR76_004375-T1	HMPREF1120_04174
OG0006914	HRR76_001956-T1	HMPREF1120_01885
OG0006915	HRR76_005077-T1	HMPREF1120_04871
OG0006916	HRR76_003158-T1	HMPREF1120_03002
OG0006917	HRR76_008576-T1	HMPREF1120_08287
OG0006918	HRR76_001045-T1	HMPREF1120_01013
OG0006919	HRR76_001159-T1	HMPREF1120_01122
OG0006920	HRR76_004900-T1	HMPREF1120_04702
OG0006921	HRR76_003672-T1	HMPREF1120_03509
OG0006922	HRR76_001414-T1	HMPREF1120_01362
OG0006923	HRR76_001285-T1	HMPREF1120_01239
OG0006924	HRR76_003253-T1	HMPREF1120_03094
OG0006925	HRR76_000062-T1	HMPREF1120_00067
OG0006926	HRR76_007589-T1	HMPREF1120_07362
OG0006927	HRR76_002854-T1	HMPREF1120_02730
OG0006928	HRR76_000190-T1	HMPREF1120_00195
OG0006929	HRR76_001204-T1	HMPREF1120_01165
OG0006930	HRR76_001507-T1	HMPREF1120_01450
OG0006931	HRR76_003634-T1	HMPREF1120_03472
OG0006932	HRR76_003621-T1	HMPREF1120_03460
OG0006933	HRR76_008939-T1	HMPREF1120_08618
OG0006934	HRR76_003890-T1	HMPREF1120_03709
OG0006935	HRR76_008136-T1	HMPREF1120_06594
OG0006936	HRR76_001825-T1	HMPREF1120_01764
OG0006937	HRR76_008529-T1	HMPREF1120_08241
OG0006938	HRR76_000858-T2	HMPREF1120_00833
OG0006939	HRR76_000341-T1	HMPREF1120_00334
OG0006940	HRR76_004308-T1	HMPREF1120_04110
OG0006941	HRR76_002540-T1	HMPREF1120_02425
OG0006942	HRR76_007608-T1	HMPREF1120_07378
OG0006943	HRR76_009203-T1	HMPREF1120_08880
OG0006944	HRR76_002030-T1	HMPREF1120_01956
OG0006945	HRR76_002206-T1	HMPREF1120_02115
OG0006946	HRR76_002551-T1	HMPREF1120_02434
OG0006947	HRR76_009413-T1	HMPREF1120_09088
OG0006948	HRR76_003342-T1	HMPREF1120_03184
OG0006949	HRR76_002416-T1	HMPREF1120_02311
OG0006950	HRR76_000350-T1	HMPREF1120_00342
OG0006951	HRR76_002219-T1	HMPREF1120_02126
OG0006952	HRR76_004800-T1	HMPREF1120_04606
OG0006953	HRR76_003398-T1	HMPREF1120_03239
OG0006954	HRR76_009108-T1	HMPREF1120_08783
OG0006955	HRR76_000622-T1	HMPREF1120_00605
OG0006956	HRR76_001175-T1	HMPREF1120_01137
OG0006957	HRR76_002954-T1	HMPREF1120_02825
OG0006958	HRR76_001399-T1	HMPREF1120_01348
OG0006959	HRR76_007764-T1	HMPREF1120_07533
OG0006960	HRR76_009310-T1	HMPREF1120_08988
OG0006961	HRR76_000671-T1	HMPREF1120_00653
OG0006962	HRR76_003990-T1	HMPREF1120_03803
OG0006963	HRR76_005082-T1	HMPREF1120_04875
OG0006964	HRR76_003061-T1	HMPREF1120_02925
OG0006965	HRR76_000453-T1	HMPREF1120_00442
OG0006966	HRR76_001925-T1	HMPREF1120_01855
OG0006967	HRR76_005298-T1	HMPREF1120_05098
OG0006968	HRR76_007239-T1	HMPREF1120_07023
OG0006969	HRR76_006720-T1	HMPREF1120_06482
OG0006970	HRR76_007436-T1	HMPREF1120_07216
OG0006971	HRR76_005242-T1	HMPREF1120_05038
OG0006972	HRR76_003687-T1	HMPREF1120_03524
OG0006973	HRR76_000958-T1	HMPREF1120_00926
OG0006974	HRR76_005193-T1	HMPREF1120_04987
OG0006975	HRR76_007010-T1	HMPREF1120_06803
OG0006976	HRR76_001535-T1	HMPREF1120_01478
OG0006977	HRR76_009532-T1	HMPREF1120_09208
OG0006978	HRR76_007634-T1	HMPREF1120_07407
OG0006979	HRR76_007621-T1	HMPREF1120_07392
OG0006980	HRR76_009277-T1	HMPREF1120_08957
OG0006981	HRR76_007890-T1	HMPREF1120_07658
OG0006982	HRR76_000618-T1	HMPREF1120_00601
OG0006983	HRR76_004642-T1	HMPREF1120_04451
OG0006984	HRR76_009134-T1	HMPREF1120_08810
OG0006985	HRR76_006540-T1	HMPREF1120_06308
OG0006986	HRR76_004467-T1	HMPREF1120_04270
OG0006987	HRR76_009121-T1	HMPREF1120_08794
OG0006988	HRR76_004387-T1	HMPREF1120_04189
OG0006989	HRR76_008681-T1	HMPREF1120_08384
OG0006990	HRR76_000439-T1	HMPREF1120_00430
OG0006991	HRR76_009172-T1	HMPREF1120_08846
OG0006992	HRR76_007158-T1	HMPREF1120_06949
OG0006993	HRR76_000236-T1	HMPREF1120_00237
OG0006994	HRR76_003589-T1	HMPREF1120_03428
OG0006995	HRR76_009574-T1	HMPREF1120_09249
OG0006996	HRR76_005566-T1	HMPREF1120_05341
OG0006997	HRR76_004962-T1	HMPREF1120_04758
OG0006998	HRR76_002614-T1	HMPREF1120_02494
OG0006999	HRR76_008067-T1	HMPREF1120_07826
OG0007000	HRR76_007672-T1	HMPREF1120_07444
OG0007001	HRR76_007253-T1	HMPREF1120_07037
OG0007002	HRR76_001588-T1	HMPREF1120_01533
OG0007003	HRR76_006854-T1	HMPREF1120_06652
OG0007004	HRR76_004161-T1	HMPREF1120_03968
OG0007005	HRR76_004372-T1	HMPREF1120_04171
OG0007006	HRR76_001133-T2	HMPREF1120_01094
OG0007007	HRR76_000586-T1	HMPREF1120_00570
OG0007008	HRR76_007990-T1	HMPREF1120_07751
OG0007009	HRR76_007061-T1	HMPREF1120_06857
OG0007010	HRR76_002720-T1	HMPREF1120_02597
OG0007011	HRR76_009361-T1	HMPREF1120_09040
OG0007012	HRR76_004058-T1	HMPREF1120_03868
OG0007013	HRR76_003239-T1	HMPREF1120_03080
OG0007014	HRR76_003436-T1	HMPREF1120_03278
OG0007015	HRR76_008749-T1	HMPREF1120_08451
OG0007016	HRR76_007687-T1	HMPREF1120_07459
OG0007017	HRR76_006030-T1	HMPREF1120_05797
OG0007018	HRR76_007342-T1	HMPREF1120_07121
OG0007019	HRR76_006206-T1	HMPREF1120_05977
OG0007020	HRR76_009098-T1	HMPREF1120_08774
OG0007021	HRR76_001609-T1	HMPREF1120_01554
OG0007022	HRR76_004786-T1	HMPREF1120_04593
OG0007023	HRR76_006409-T1	HMPREF1120_06177
OG0007024	HRR76_003608-T1	HMPREF1120_03447
OG0007025	HRR76_008953-T1	HMPREF1120_08634
OG0007026	HRR76_009481-T1	HMPREF1120_09156
OG0007027	HRR76_006219-T1	HMPREF1120_05989
OG0007028	HRR76_006551-T1	HMPREF1120_06320
OG0007029	HRR76_001616-T1	HMPREF1120_01561
OG0007030	HRR76_006416-T1	HMPREF1120_06184
OG0007031	HRR76_004334-T1	HMPREF1120_04134
OG0007032	HRR76_005715-T1	HMPREF1120_05488
OG0007033	HRR76_008627-T1	HMPREF1120_08335
OG0007034	HRR76_008458-T1	HMPREF1120_08171
OG0007035	HRR76_003764-T1	HMPREF1120_03601
OG0007036	HRR76_004321-T1	HMPREF1120_04122
OG0007037	HRR76_004862-T1	HMPREF1120_04662
OG0007038	HRR76_007398-T1	HMPREF1120_07178
OG0007039	HRR76_001669-T1	HMPREF1120_01615
OG0007040	HRR76_006469-T1	HMPREF1120_06238
OG0007041	HRR76_000891-T1	HMPREF1120_00863
OG0007042	HRR76_000620-T1	HMPREF1120_00603
OG0007043	HRR76_008035-T1	HMPREF1120_07794
OG0007044	HRR76_003668-T1	HMPREF1120_03505
OG0007045	HRR76_003704-T1	HMPREF1120_03542
OG0007046	HRR76_003340-T1	HMPREF1120_03182
OG0007047	HRR76_003497-T1	HMPREF1120_03333
OG0007048	HRR76_001753-T1	HMPREF1120_01697
OG0007049	HRR76_003785-T1	HMPREF1120_03621
OG0007050	HRR76_004811-T1	HMPREF1120_04617
OG0007051	HRR76_004435-T1	HMPREF1120_04239
OG0007052	HRR76_007012-T1	HMPREF1120_06805
OG0007053	HRR76_005240-T1	HMPREF1120_05036
OG0007054	HRR76_007001-T1	HMPREF1120_06793
OG0007055	HRR76_002074-T1	HMPREF1120_01984
OG0007056	HRR76_006722-T1	HMPREF1120_06483
OG0007057	HRR76_005063-T1	HMPREF1120_04857
OG0007058	HRR76_003191-T1	HMPREF1120_03036
OG0007059	HRR76_005857-T1	HMPREF1120_05634
OG0007060	HRR76_005080-T1	HMPREF1120_04872
OG0007061	HRR76_003992-T1	HMPREF1120_03805
OG0007062	HRR76_003443-T1	HMPREF1120_03284
OG0007063	HRR76_006389-T1	HMPREF1120_06158
OG0007064	HRR76_009312-T1	HMPREF1120_08990
OG0007065	HRR76_001029-T1	HMPREF1120_00998
OG0007066	HRR76_000060-T1	HMPREF1120_00065
OG0007067	HRR76_000991-T1	HMPREF1120_00958
OG0007068	HRR76_002718-T1	HMPREF1120_02595
OG0007069	HRR76_004514-T1	HMPREF1120_04315
OG0007070	HRR76_003670-T1	HMPREF1120_03507
OG0007071	HRR76_000243-T1	HMPREF1120_00244
OG0007072	HRR76_005506-T1	HMPREF1120_05283
OG0007073	HRR76_004902-T1	HMPREF1120_04704
OG0007074	HRR76_004112-T1	HMPREF1120_03921
OG0007075	HRR76_000148-T1	HMPREF1120_00152
OG0007076	HRR76_004101-T1	HMPREF1120_03909
OG0007077	HRR76_005519-T2	HMPREF1120_05298
OG0007078	HRR76_000594-T1	HMPREF1120_00578
OG0007079	HRR76_000083-T1	HMPREF1120_00087
OG0007080	HRR76_005251-T1	HMPREF1120_05049
OG0007081	HRR76_003351-T1	HMPREF1120_03194
OG0007082	HRR76_003848-T1	HMPREF1120_03683
OG0007083	HRR76_002542-T1	HMPREF1120_02427
OG0007084	HRR76_000297-T1	HMPREF1120_00294
OG0007085	HRR76_005623-T1	HMPREF1120_05401
OG0007086	HRR76_005799-T1	HMPREF1120_05576
OG0007087	HRR76_000714-T1	HMPREF1120_00695
OG0007088	HRR76_001849-T1	HMPREF1120_01786
OG0007089	HRR76_004217-T1	HMPREF1120_04021
OG0007090	HRR76_005957-T1	HMPREF1120_05731
OG0007091	HRR76_001076-T1	HMPREF1120_01046
OG0007092	HRR76_006295-T1	HMPREF1120_06067
OG0007093	HRR76_008545-T1	HMPREF1120_08255
OG0007094	HRR76_003892-T1	HMPREF1120_03711
OG0007095	HRR76_002144-T1	HMPREF1120_02054
OG0007096	HRR76_002598-T1	HMPREF1120_02480
OG0007097	HRR76_004407-T1	HMPREF1120_04208
OG0007098	HRR76_003001-T1	HMPREF1120_02868
OG0007099	HRR76_004223-T1	HMPREF1120_04028
